date,daily_record_count,fuel_consumption_rate_mean,fuel_consumption_rate_std,fuel_consumption_rate_max,shipping_costs_mean,shipping_costs_sum,shipping_costs_std,loading_unloading_time_mean,loading_unloading_time_max,warehouse_inventory_level_mean,warehouse_inventory_level_min,warehouse_inventory_level_max,historical_demand_mean,historical_demand_sum,fulfillment_rate,eta_variation_hours_mean,eta_variation_hours_std,delivery_time_deviation_mean,delivery_time_deviation_std,traffic_congestion_level_mean,route_risk_level_mean,delay_probability_mean,disruption_likelihood_score_mean,good_cargo_rate,supplier_reliability_score_mean,driver_behavior_score_mean,fatigue_monitoring_score_mean,iot_temperature_mean,iot_temperature_min,iot_temperature_max,weather_condition_severity_mean,equipment_availability_rate
2021-01-01,24,6.6588415737569315,3.2504545275629964,19.467031728841377,400.0389481166191,9600.934754798858,315.25623397485725,2.5405947407805405,4.951391966582936,301.57680286591903,0.0321099261826655,985.7168615251978,6087.738443575557,146105.72264581337,0.625,3.0463600846964742,2.229979818515382,5.629205087510576,4.158759399954431,5.297886006115596,6.777202467400895,0.6590139073207577,0.8558603676264687,0.25,0.5138343438007553,0.40449735499008854,0.7425198469784231,3.661446515938039,-9.999999886679232,36.83872786705376,0.48558884833431565,0.16666666666666666
2021-01-02,24,7.252002212801126,4.655622146463231,19.905693665831333,565.6353879487974,13575.249310771138,300.430239292493,2.3212802011001115,4.858963089387264,371.42176285846375,0.2528429834676463,993.64060534895,7514.016378700799,180336.39308881917,0.625,2.913967230574046,2.173424194196945,5.897185146320045,4.164338170896712,4.753499693647892,7.373138074175945,0.7387761583567044,0.9198676590223583,0.25,0.4493548512060524,0.45696074826495203,0.555703893598903,3.2005483144562645,-9.999995950755862,38.28020989351914,0.48863359771013487,0.20833333333333334
2021-01-03,24,7.48980656467069,3.955880504051482,19.93390165142337,487.5339878213815,11700.815707713156,298.58356356376083,2.642498810009616,4.95468088228877,255.95038652648483,0.0002062298552527,916.4632729868766,6291.804184483893,151003.30042761343,0.6666666666666666,2.957138504319243,2.2135535300012696,5.165199980439907,4.584390125580771,5.374530767388251,6.605774161030699,0.7273365878010486,0.852160025322508,0.3333333333333333,0.46231849861462,0.3848529608750459,0.6007873771358929,-2.2033993744375215,-9.999981152318488,37.93121710711948,0.4948530004449277,0.25
2021-01-04,24,7.57862393485129,3.4747608713512466,16.933493747655092,343.1791542735012,8236.299702564029,231.9603328283338,2.551932503780949,4.947943999058457,341.89074678994797,0.0028581367469209,995.663774336948,5355.534489155517,128532.8277397324,0.5833333333333334,2.4904287799414786,2.7418025982612164,5.4781820879094765,4.250172816308536,5.349756680634357,6.34681927055314,0.7311746820743225,0.7309246442469477,0.16666666666666666,0.6565525629298885,0.5355369592992155,0.5698911973660568,-1.0779524053316303,-9.999953871748795,26.44715763333803,0.5273646163760167,0.20833333333333334
2021-01-05,24,7.619207010946398,4.166863237518826,19.880801341574,382.97404507135565,9191.377081712535,287.59972715121455,1.9026549008159404,4.777905775609084,288.2921705075933,0.000183729543925,897.8418111662304,6492.383312944069,155817.19951065767,0.7083333333333334,2.8367371975904967,2.2148223515573586,4.6985792273624325,3.958901677670924,5.02453806820757,6.959716444827323,0.5682788781593082,0.7885257942004743,0.375,0.39938944421394446,0.48714531916725795,0.6018318725641808,-1.6183745333394988,-9.999437874497588,31.47855954601443,0.5013930240694449,0.3333333333333333
2021-01-06,24,6.25059725634405,2.2089321778132165,13.088500745182566,474.56958163153644,11389.669959156874,327.12463569961636,1.963440296749581,4.997333335262576,395.98490142803695,0.0431584701943856,991.5793603937724,5466.368149099696,131192.8355783927,0.5833333333333334,3.367769718368281,2.1160701544815272,4.284443771095373,3.825881610941326,3.9350926404424,7.933674777568768,0.6871736331175518,0.7829688559141297,0.3333333333333333,0.577210703744045,0.5278622755492087,0.6122948323818099,-5.09592879559353,-9.999981397721877,19.631983173803945,0.5359517848026586,0.20833333333333334
2021-01-07,24,7.874333022796296,4.085701742258334,17.928167267996336,375.522982402083,9012.551577649992,254.07883178460287,2.5741228932627664,4.980787077386839,278.26738338322707,0.025188332196893,822.6141672605946,6175.273027560158,148206.5526614438,0.625,2.9727815078223276,2.5362213547209365,5.598643053096807,3.5860274686098026,5.166074227306628,8.108582736433513,0.7852607555460414,0.7517340382041523,0.16666666666666666,0.562546302160392,0.6405346952894047,0.5795625151935945,-0.6184261002793072,-9.99999999855661,31.805389817066025,0.4923170162290799,0.4583333333333333
2021-01-08,24,8.98745312378718,4.9325606687974926,19.83635682099841,576.0898281667845,13826.155876002827,287.93356081814994,2.1301001832640223,4.454112606199956,242.10192900763835,0.0017347284224151,966.8818616299222,6964.903432011891,167157.68236828537,0.5,3.3972381148411,2.3470660534714654,4.867200086805739,4.499952386768565,5.23357466225636,6.921987077394541,0.6800712716162761,0.8075924956984849,0.25,0.4083947188528925,0.4246271394841441,0.595294339639955,1.3548096259588644,-9.9999998200866,38.70670756352845,0.48785813191225674,0.20833333333333334
2021-01-09,24,7.050652197314094,3.4007766811346025,17.95141910227696,469.60981917055864,11270.635660093407,313.6287983250284,2.136747880683155,4.7843885744458206,375.9886904013663,0.0001615830881572,992.3056711631295,5849.562652849277,140389.50366838265,0.6666666666666666,3.1717942430985118,2.025507642995817,6.862973092047675,3.5777218688399324,5.06594647358976,5.717962758750684,0.6932239117762068,0.7614613795833356,0.375,0.4934176089613767,0.590574340682475,0.675640963474723,3.288647879287158,-9.9999994334967,39.46168792025972,0.5034357503786241,0.20833333333333334
2021-01-10,24,9.313853384447162,5.316302372645274,19.599193199810163,450.7302085031128,10817.525004074707,306.4245031523337,2.508912394801894,4.981207178378156,201.33676725638824,2.1969502439391626e-07,997.4705399876394,5715.208541149567,137165.0049875896,0.875,3.068174008109413,1.9543318603869195,4.76130896460439,4.143571350377702,5.717330690134832,6.0668036101177485,0.6816887382480026,0.8770509156358884,0.25,0.6068954994612497,0.5496747320077334,0.609339972624506,0.7367331294306908,-9.999999993029986,37.001953029797896,0.48164101586710023,0.25
