week_start,weekly_record_count,fuel_consumption_rate_mean,fuel_consumption_rate_std,fuel_consumption_rate_max,shipping_costs_mean,shipping_costs_sum,shipping_costs_std,loading_unloading_time_mean,loading_unloading_time_max,warehouse_inventory_level_mean,warehouse_inventory_level_min,warehouse_inventory_level_max,historical_demand_mean,historical_demand_sum,fulfillment_rate,eta_variation_hours_mean,eta_variation_hours_std,delivery_time_deviation_mean,delivery_time_deviation_std,traffic_congestion_level_mean,route_risk_level_mean,delay_probability_mean,disruption_likelihood_score_mean,good_cargo_rate,supplier_reliability_score_mean,driver_behavior_score_mean,fatigue_monitoring_score_mean,iot_temperature_mean,iot_temperature_min,iot_temperature_max,weather_condition_severity_mean,equipment_availability_rate,port_congestion_level_mean,customs_clearance_time_mean
2021-01-04,96,7.2448185715200095,3.8272031482355833,19.93390165142337,449.0968695400748,43113.29947584718,296.26218934901357,2.514076563917804,4.95468088228877,317.7099247602039,0.0002062298552527,995.663774336948,6312.273373978941,605978.2439019784,0.625,2.8519736498828103,2.3238375841457066,5.542443075545001,4.232978464250852,5.193918286946524,6.775733493290169,0.7140753338882083,0.8397031740545707,0.25,0.520515064137829,0.4454620058573255,0.617225578769819,0.8951607626562881,-9.999999886679232,38.28020989351914,0.4991100157163488,0.20833333333333334,6.18935904082364,2.113307039363591
2021-01-11,168,7.804976289398538,4.1361101930601185,19.880801341574,461.95042048210246,77607.67064099321,309.0709363150694,2.2501284714706116,4.997333335262576,295.77898378229537,2.1969502439391626e-07,997.4705399876394,6179.234857550179,1038111.4560684301,0.6547619047619048,3.084645620641873,2.2180650029976943,5.113954406085223,3.9425847679917947,4.93162685652148,6.986653695930802,0.6835952289371648,0.8039978115142784,0.2916666666666667,0.5040459899413069,0.5428777256809703,0.6004485073905909,-0.627230431976422,-9.999999999899346,39.46168792025972,0.5050391941900878,0.27380952380952384,7.413490185053397,2.3693199845332615
2021-01-18,168,7.93112934471021,4.063509485433929,19.94721758379876,443.0232706418053,74427.9094678233,324.64381650906216,2.3138701474317585,4.998783921106164,270.105236584327,3.101518615790964e-08,999.674013617228,6101.549807402072,1025060.3676435481,0.6190476190476191,2.932894639565952,2.297872523016224,5.248077997533146,4.185217970101393,4.916517655982126,6.682299509153671,0.7303563474541245,0.7936429120259868,0.2857142857142857,0.5015405792605927,0.4962408932617034,0.6149129767207209,-0.40606830794183096,-9.999999999888038,39.98623609314487,0.5198979729263519,0.2857142857142857,7.1692190280904375,2.1677967497041912
2021-01-25,168,8.12290051347218,4.492596098007919,19.99185796451285,451.91594921790073,75921.87946860732,314.3276045869175,2.342953110333751,4.997288427260001,290.22912382203816,7.3026298973805e-07,993.5344042489486,6511.957150006761,1094008.8012011359,0.5714285714285714,2.696371260565224,2.229714712259664,5.167200411318212,4.221313095295519,4.714756152226431,7.185821035309382,0.738643831690984,0.7891227781494374,0.25595238095238093,0.5451827768425199,0.5078715353078074,0.5898500958560323,-0.0964293151753118,-9.999999999999938,39.99350936561575,0.4890072776868954,0.2857142857142857,7.213429639560626,2.2100343772703233
2021-02-01,168,8.161407776093407,4.397122094320446,19.85385372932416,456.46939844566293,76686.85893887137,313.8699369371689,2.2536823053914605,4.999932541429796,269.3147618159217,1.2698906736098985e-05,998.150464136226,6288.947732411407,1056543.2190451163,0.6547619047619048,2.7361732771542964,2.374959946805651,4.412894282173889,4.33485847223296,4.998005896029516,7.089157456955119,0.7261518957119646,0.8319768986980398,0.35714285714285715,0.4640765774132908,0.5475452207093705,0.6107719918465554,-1.2404098025398764,-9.999999999998971,39.30448534303511,0.4668163336558229,0.23214285714285715,7.134455259868365,2.5412934742173126
2021-02-08,168,7.544861180951316,3.70716296156542,19.92977746802108,450.00536673395436,75600.90161130433,303.30397463374607,2.448258201812441,4.999981155259713,282.1577940913456,5.0337962333232005e-05,992.594560594584,6412.535895771053,1077306.030489537,0.6011904761904762,2.856545050971791,2.3107614253242468,5.277514807307331,4.219762087140823,5.170732621456032,7.020108568964936,0.7377207169591459,0.8152389899570561,0.24404761904761904,0.5579366165283407,0.49371857526371565,0.6187990101646567,1.5821398525088757,-9.999999899017192,39.85837159441784,0.4695387068407085,0.2857142857142857,7.02321583060437,2.0574594787833567
2021-02-15,168,8.247759156607259,4.082731518834205,19.23113943692748,512.1522879744201,86041.58437970257,330.627651100853,2.1056727143683873,4.990516861261176,321.0485232179008,1.528374242776052e-06,999.32687010441,6235.857874651793,1047624.1229415012,0.6369047619047619,2.6192583663428786,2.413030950928639,4.6570483722673774,4.220495381537988,5.39591573574495,6.680473593203839,0.7058614159597845,0.7938599940970755,0.26785714285714285,0.5114154586228451,0.48062650701742254,0.5939324077096053,-0.657807508825496,-9.999999999999,39.85199370125886,0.5315122147001652,0.25595238095238093,7.440419516305372,2.3131446845328782
2021-02-22,168,8.110014875005467,4.389326228103547,19.989461572647656,459.4255138180134,77183.48632142626,298.35665796766074,2.3046488921782204,4.995243131303068,264.77535047296305,2.158842074360579e-05,998.1199088005646,6246.753178522345,1049454.5339917538,0.6369047619047619,2.9233077561455265,2.2832262552550175,5.432951822608837,4.485871497733978,5.196663981708548,7.338281764698949,0.6953754062757919,0.7953919411397492,0.32142857142857145,0.50993790181218,0.5050425796482396,0.5941898949778918,2.0754551009402387,-9.999999999981068,39.749306233040144,0.4610139403766988,0.23809523809523808,7.348300321547332,2.3808147219359963
2021-03-01,168,7.894241640858959,4.518995616128929,19.97845998117773,407.50254468480506,68460.42750704725,302.94496921189864,2.2277703320427618,4.999899800907146,389.2190291491558,7.962466502838995e-05,999.1069749805928,6291.291401343201,1056936.9554256578,0.5952380952380952,3.0221465780817773,2.2161207346489196,5.437069471372391,3.9914499837504605,5.047787526013825,7.202177577831955,0.7407877208095056,0.8188940159863092,0.26785714285714285,0.45133118384985527,0.5052159752285308,0.5865724249389213,0.09019622286844374,-9.99999999957484,39.97534583556878,0.5194087497593731,0.2619047619047619,7.027366510749576,2.302705875043279
2021-03-08,168,7.965097987223655,4.263686113568501,19.995200724431204,462.18556939737425,77647.17565875888,305.43319527040774,2.057118149948454,4.997591287498039,330.5920195356112,0.0008965551766838,973.780645510178,5855.695156669204,983756.7863204263,0.6785714285714286,2.9871003759947765,2.2472771335055026,5.0102782579841785,4.28974768299167,4.943334598820168,7.180058171479466,0.6894615522913521,0.7967627294260751,0.25,0.4694922854706233,0.4771777019932733,0.6027021153377438,-1.7216389132083105,-9.99999970399073,34.68315659896518,0.5084105826366492,0.27380952380952384,6.912206616705152,2.3263984078087425
2021-03-15,168,8.324255362910833,4.526107202768442,19.97656339910989,466.16372777373044,78315.50626598671,317.74004162145286,2.1027236083098315,4.976555510163067,336.1819419249916,1.398657105786507e-05,999.6708960423656,5841.621350843791,981392.3869417569,0.6785714285714286,3.1083734553489752,2.178035139572099,5.466053812305593,4.250788847627199,4.939764762401975,6.840605775446112,0.7021140939711226,0.8040487233396307,0.22023809523809523,0.4868919069581172,0.4592144008895745,0.6497695411756117,-0.6948242243205848,-9.999999645348266,39.69988880198157,0.485537047967687,0.23809523809523808,6.944679365706983,2.158157752354201
2021-03-22,168,7.817705202527978,4.1206016634372356,19.95504711877721,484.91280255249427,81465.35082881904,329.93611130761843,2.3771967070341837,4.999123138577042,321.56789315518387,4.1047899088396784e-08,999.3928411861776,6015.3182265808,1010573.4620655744,0.5952380952380952,2.612103675369007,2.5235250857062286,5.896821407236411,4.085652769927172,5.2484051207369316,6.728784428759416,0.6979250470459722,0.7799651129994842,0.25595238095238093,0.46237164180226553,0.5089288903929744,0.6314386734837469,-0.8991703505558791,-9.999999999999943,38.56911990550259,0.5108978236045186,0.26785714285714285,6.8358679677949725,2.3445246902637247
2021-03-29,168,8.367104699047367,4.483708775470779,19.807147563026646,443.28817831720505,74472.41395729045,287.97290273770415,2.3440178180323588,4.995958446526979,264.9561302903296,1.4999274689006533e-07,999.8750607443164,5953.212049805159,1000139.6243672668,0.6369047619047619,2.794704927613362,2.3184451360696254,4.9374302193338035,4.268685685073335,4.945787575754628,6.974939449529146,0.6592885973992997,0.8398475776005734,0.25595238095238093,0.5027982673984285,0.46715312227166816,0.5881047903933778,0.18015679095666196,-9.99999999930237,38.95729696502647,0.5093825055254032,0.25,6.800221411441474,2.272658671120324
2021-04-05,168,7.57097591008918,3.905507531650581,19.98951777051157,463.6561663953795,77894.23595442376,311.6558651351085,2.315208068794165,4.995478814716446,277.30829092235206,7.874402506003857e-08,999.79968404805,6089.732926209254,1023075.1316031547,0.6488095238095238,2.8136309787417924,2.2299782691614087,5.59697451311669,4.074413409749781,5.096465151923528,6.961811323974928,0.7082426581505364,0.7967450623344089,0.26785714285714285,0.5270939926788265,0.4967908482472432,0.6063826731313527,-0.8142570496118489,-9.99999999946456,39.58629864584736,0.4973614108572966,0.32142857142857145,7.314792020585857,2.3572040502629754
2021-04-12,168,7.84151937034468,4.194234163187046,19.86326400396274,456.1633667963571,76635.44562178799,297.65014790001607,2.0813018590816097,4.997281886037832,279.22801202577,1.817546537023072e-06,998.3509920604478,6083.750984988054,1022070.1654779932,0.6309523809523809,2.693931210397135,2.276169396881883,4.935644453647832,4.271886944661662,5.759919464669131,6.797556189994742,0.6976277560148934,0.7892185753203346,0.23809523809523808,0.548669730449162,0.4632985426518224,0.6383782737367087,0.07921590189446633,-9.99999999999826,39.366220564248295,0.47696311447508644,0.27976190476190477,7.009181615511225,2.2272905387424053
2021-04-19,168,7.955991493965818,4.111461677849603,19.895125534833085,478.32503569492934,80358.60599674813,290.78969470803827,2.34907378929227,4.999366024878208,351.24899587421385,8.689321852250538e-05,999.9887557938484,5959.928754895276,1001268.0308224064,0.6071428571428571,2.7800388241728706,2.3079742776825896,4.835949836956178,4.010064652660607,4.978223753309104,7.140725913346632,0.6864450009838707,0.8078703033372879,0.2916666666666667,0.49153485910120587,0.4749682570556742,0.5385256051748846,-0.21150876370072846,-9.999999999992562,39.49095351735309,0.5084040587918545,0.2619047619047619,7.055331188620737,2.5230442051480364
2021-04-26,168,7.798303977262859,3.976313361081907,19.77062600073365,465.26082067460675,78163.81787333393,306.9680692812993,2.2096821504398414,4.996608753032427,249.81655249104443,0.0006853362610504,999.7515583037548,6150.630334531822,1033305.8962013461,0.6488095238095238,2.9960064297390576,2.227369000696574,5.2598766209770345,4.1159904654994595,4.815160429958147,6.970137719211428,0.6517582517172409,0.8410496947140473,0.2916666666666667,0.4533055551474267,0.531121959772202,0.5895364363588739,-0.8949704379934729,-9.999999999998128,39.74453497598087,0.5144318754808606,0.31547619047619047,7.383798933462709,2.616778071516353
2021-05-03,168,8.162336520725562,4.544300407167298,19.90628460839245,436.3892786270041,73313.3988093367,302.251202984364,2.146198928184076,4.9995591840498,315.17338885862466,0.0003206547650088,999.8784326512964,6338.474414789475,1064863.7016846319,0.5952380952380952,2.9083951237762773,2.3130884835003527,4.462057969706403,4.431850927124101,4.954262754562767,6.936350340465925,0.7087058900699515,0.8011178252420905,0.25,0.49545238763933,0.5068627717378115,0.6004212785686361,-0.5324777915058656,-10.0,39.91597216888731,0.46693505221672377,0.27380952380952384,6.7973178761374,2.1256127308343946
2021-05-10,168,7.649929590229156,4.076489453035816,19.964687195411408,464.28578528149893,78000.01192729182,309.4860538294071,2.24613342476649,4.9996526542950726,291.674223772256,3.0577267021694437e-10,998.9739426229448,5581.070567387685,937619.8553211311,0.5892857142857143,3.0471841181681913,2.2982142171343747,4.8556778309164565,3.815114088564098,4.806230456348883,7.289078755943272,0.6922867292702813,0.8071362757485019,0.23214285714285715,0.49520661632227087,0.5490575623298775,0.6022652778859666,1.4972408198559197,-9.999999999999996,39.28704464966594,0.49803578133961046,0.30952380952380953,6.8995763555191365,2.446014961380411
2021-05-17,168,8.266603657762147,4.450146959154665,19.98503446654555,432.8173381098507,72713.31280245492,307.6123186721226,2.4286899427852555,4.988643653148052,291.174545301443,8.52274282349504e-06,999.9949873226692,5655.233468517236,950079.2227108957,0.5416666666666666,2.759599292169261,2.401398452317025,5.18993965315629,4.088964135214645,4.9529410989297205,6.862748274719884,0.7335040494498526,0.7562916593329957,0.25595238095238093,0.5230435193563168,0.4988857439439034,0.5813956082282834,-0.4345590394017938,-9.999999999569514,39.662172003532525,0.5211435575456529,0.23809523809523808,6.952625687920733,2.3436642172652165
2021-05-24,168,9.063193552358424,4.8170237525345705,19.961813684005584,448.468682931469,75342.73873248679,309.5675248261892,2.1932782174416636,4.999413917805105,299.296394776264,1.9469417574184265e-05,997.7439101726488,6210.172134115744,1043308.9185314449,0.6071428571428571,2.932384610591773,2.208445126774337,5.25575216458969,4.162845739194398,4.837883939220822,7.0064565520848445,0.7122896585594346,0.8146374257877544,0.30357142857142855,0.4903276365359528,0.5169937290307016,0.6659430878435484,2.64806905100983,-10.0,39.998858705348006,0.4841371716527725,0.23809523809523808,7.355836565489326,2.418483739097004
2021-05-31,168,8.3986914865355,4.469641301558775,19.949536979914534,477.9036727657868,80287.81702465218,324.3123458711891,2.3824964723111623,4.999538658540074,305.21139751518604,1.2377544949468366e-08,998.1056590565572,5695.712781643587,956879.7473161226,0.6071428571428571,2.7621920619072418,2.3547725760105847,4.815095626148308,4.157773379961831,5.18888955600614,7.113033299258892,0.6834447589503501,0.805428651015591,0.20833333333333334,0.516705198273309,0.49721061386790794,0.5770250713588001,-0.42610817983950156,-9.999999828003093,39.84024383286647,0.4693974201962738,0.27380952380952384,6.686530793753927,2.2034911964965196
2021-06-07,168,7.638900108369631,3.8756415750238635,19.37266110639736,456.97736787267337,76772.19780260912,303.82833987712064,2.2149802773788227,4.999599752570623,249.66854922439524,0.0001685461177555,998.8745305949308,6320.555710610867,1061853.3593826257,0.6309523809523809,2.9513795650236565,2.269961899794884,5.546099833941429,4.222276536116902,4.812772076286639,7.0190386845251975,0.741597554008308,0.8131303593990499,0.2976190476190476,0.5098733481658575,0.48726394404875206,0.5978501407353052,-0.09831290221525697,-9.999999999999998,39.99988649386724,0.5287608803235383,0.2976190476190476,7.212009195053876,2.222754115357425
2021-06-14,168,7.4982361527519545,3.716790038584883,19.998832737190725,453.84143363790525,76245.36085116808,304.59317775732154,2.31519049549134,4.999880230277115,283.8676435725164,7.485810649338547e-07,997.5307777858524,5975.7213998457855,1003921.195174092,0.6488095238095238,3.091004384846921,2.1643298852339674,5.0652296598783675,4.318154595553255,4.641860684609847,6.712752770542396,0.6989319804823547,0.8158664870561565,0.27976190476190477,0.5150472250131956,0.4923714465835121,0.5610041156902673,-0.7887739626260678,-9.999999999997613,39.97577255324861,0.4971327115727372,0.27976190476190477,6.763412050073826,2.4693417766643244
2021-06-21,168,7.66006698386356,3.8761091824222085,19.66675244525428,525.9886414002137,88366.09175523592,319.4475384779806,2.3107965503930834,4.99828901984489,274.5752126809951,2.052266124221011e-05,999.9676183185292,5717.85973869492,960600.4361007466,0.6130952380952381,3.0287120503971643,2.1481369463966287,5.41655127567182,4.37444434738165,4.956050651442855,6.8491875323135805,0.6961383787556501,0.8037455144296685,0.2619047619047619,0.548399279597665,0.4858678540932744,0.6254077317456276,0.7679724664166672,-9.999999998909225,39.70866418140565,0.5355804605581972,0.2976190476190476,7.079029994187589,2.4310522241134254
2021-06-28,168,7.4779315875272445,3.933411485809163,19.54028854208588,466.66549531736763,78399.80321331776,323.0121150272865,2.2259020990628726,4.999630051214382,284.02499753069833,0.0001116734704102,999.6339992053686,5840.736659144741,981243.7587363165,0.6488095238095238,2.753055434054059,2.1228755904529355,5.127363608993609,4.209072598898444,4.968125701582457,6.7063399583613785,0.7358415667196441,0.809136575028863,0.22023809523809523,0.46999140471946615,0.5492170940756826,0.5786174806625601,-2.4466935120602953,-9.999999999999996,37.56489318300841,0.5349330117789585,0.2916666666666667,7.252146150178584,2.461100355527793
2021-07-05,168,8.010841413687386,4.356752462059532,19.95103749630426,421.17315656144103,70757.09030232209,315.96753406630705,2.182279726121426,4.958819435799865,262.0610882041664,1.8782977004913323e-05,988.0999522249384,5706.274495113209,958654.1151790192,0.6369047619047619,3.0294791209922245,2.183226968866618,5.225792786083333,4.036151526697103,4.898546739280885,6.6499010745383185,0.7034919988655055,0.8247998250247858,0.20238095238095238,0.4838573147184008,0.4797521840861765,0.6352694393810223,0.353942459014853,-9.999999986441257,37.666662696524426,0.48251895806678474,0.25595238095238093,7.115635876801959,2.1464115707987568
